academic_history_id,student_id,program_id,sia_code,name,status,start_date,end_date
1201,971,1,334837,Ingeniería de Sistemas y Computación,ACTIVE,2021-03-31,2025-06-11
1202,971,1,16992,Ingeniería de Sistemas y Computación,ACTIVE,2013-02-15,2018-04-24
1203,972,1,119999,Ingeniería de Sistemas y Computación,INACTIVE,2015-05-23,2020-09-20
1204,973,2,302991,Ingeniería Electrónica,ACTIVE,2011-02-25,2016-04-29
1205,974,1,50721,Ingeniería de Sistemas y Computación,ACTIVE,2010-12-09,2015-01-15
1206,975,1,456131,Ingeniería de Sistemas y Computación,ACTIVE,2009-04-06,2016-12-03
1207,976,1,399984,Ingeniería de Sistemas y Computación,ACTIVE,2011-03-05,2017-11-04
1208,977,1,323759,Ingeniería de Sistemas y Computación,ACTIVE,2023-02-09,2029-06-07
1209,978,1,82473,Ingeniería de Sistemas y Computación,ACTIVE,2009-03-30,2013-06-27
1210,979,2,133187,Ingeniería Electrónica,ACTIVE,2014-03-29,2018-04-11
1211,979,1,171794,Ingeniería de Sistemas y Computación,INACTIVE,2008-07-16,2014-07-12
1212,979,1,81170,Ingeniería de Sistemas y Computación,INACTIVE,2009-03-13,2015-12-31
1213,980,1,147184,Ingeniería de Sistemas y Computación,INACTIVE,2020-03-20,2024-01-07
1214,981,1,300680,Ingeniería de Sistemas y Computación,ACTIVE,2011-06-23,2015-12-01
1215,982,1,435403,Ingeniería de Sistemas y Computación,ACTIVE,2020-12-03,2024-06-28
1216,982,1,387609,Ingeniería de Sistemas y Computación,ACTIVE,2021-05-18,2028-02-25
1217,982,1,339988,Ingeniería de Sistemas y Computación,ACTIVE,2013-03-19,2019-07-01
1218,983,1,355287,Ingeniería de Sistemas y Computación,ACTIVE,2010-06-24,2017-04-08
1219,984,1,115864,Ingeniería de Sistemas y Computación,ACTIVE,2013-02-18,2019-05-10
1220,984,1,353489,Ingeniería de Sistemas y Computación,ACTIVE,2023-02-01,2028-01-29
1221,985,1,353174,Ingeniería de Sistemas y Computación,ACTIVE,2019-03-11,2026-11-05
1222,985,3,241427,Ingeniería Mecatrónica,ACTIVE,2013-12-01,2020-02-20
1223,986,1,168596,Ingeniería de Sistemas y Computación,ACTIVE,2022-01-07,2029-09-23
1224,987,2,53962,Ingeniería Electrónica,INACTIVE,2014-08-04,2018-06-07
1225,988,1,222032,Ingeniería de Sistemas y Computación,ACTIVE,2013-02-07,2020-11-05
1226,989,1,275353,Ingeniería de Sistemas y Computación,ACTIVE,2012-03-03,2018-10-22
1227,989,1,475371,Ingeniería de Sistemas y Computación,INACTIVE,2014-04-09,2018-12-07
1228,990,1,148591,Ingeniería de Sistemas y Computación,ACTIVE,2012-04-06,2016-01-20
1229,991,1,308233,Ingeniería de Sistemas y Computación,ACTIVE,2010-08-03,2017-01-17
1230,992,3,271379,Ingeniería Mecatrónica,ACTIVE,2014-04-11,2019-05-02
1231,993,1,387351,Ingeniería de Sistemas y Computación,ACTIVE,2009-05-05,2016-09-04
1232,994,2,300211,Ingeniería Electrónica,ACTIVE,2021-06-01,2025-06-23
1233,995,2,272620,Ingeniería Electrónica,ACTIVE,2022-02-16,2027-12-01
1234,996,1,485610,Ingeniería de Sistemas y Computación,ACTIVE,2015-09-17,2020-07-29
1235,996,1,228215,Ingeniería de Sistemas y Computación,ACTIVE,2010-01-30,2016-04-28
1236,997,1,250829,Ingeniería de Sistemas y Computación,INACTIVE,2018-05-12,2022-08-05
1237,997,1,351982,Ingeniería de Sistemas y Computación,ACTIVE,2016-12-23,2020-04-04
1238,997,1,436493,Ingeniería de Sistemas y Computación,ACTIVE,2022-02-11,2028-03-14
1239,998,1,414141,Ingeniería de Sistemas y Computación,ACTIVE,2010-06-09,2015-09-04
1240,999,1,199841,Ingeniería de Sistemas y Computación,INACTIVE,2016-03-11,2021-01-26
1241,1000,1,122270,Ingeniería de Sistemas y Computación,ACTIVE,2011-02-24,2016-04-29
